id,name,valence,year,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,user
0JZ1ABjN8q7TNwMP39NjvU,Not Fair,0.523,2023,0.0299,0.732,163034,0.976,0,8.38e-05,5,0.25,-5.305,1,80,0.045,144.985,user_10
2LCd6P35jFyZ9SN37o9D2q,Drinkin',0.707,2023,0.0344,0.716,149546,0.963,0,0.0,0,0.292,-3.097,0,72,0.0931,124.97,user_10
3YfGTvsTAWGC2lgoDOikUz,One in a Million,0.462,2023,0.238,0.454,160530,0.931,0,0.000623,11,0.289,-4.083,1,80,0.0321,137.945,user_10
3DLWVhaowApIGw1JnJj6GS,Lose Control,0.243,2023,0.0338,0.714,173438,0.936,0,0.0239,9,0.244,-3.693,1,74,0.0426,128.011,user_10
1cQld05IcUDw3RCFt7uymW,Be The One,0.546,2023,0.00634,0.659,169853,0.93,0,0.177,0,0.104,-5.084,1,77,0.043,135.977,user_10
2WNj9pcYFpYuG4jxQ5vrwT,Express Yourself - Mochakk Remix,0.683,2023,0.00233,0.902,255000,0.541,0,0.945,1,0.0642,-7.522,1,61,0.119,128.026,user_10
2aQpISWUBToaF84DDiTeRV,Be My Lover (feat. La Bouche) - 2023 Mix,0.115,2023,0.0347,0.589,169524,0.973,0,0.000945,8,0.45,-5.317,1,80,0.0426,126.003,user_10
6t4VHEcJ7Kek9pgGHlDp6R,Push To Start (feat. No/Me),0.67,2023,0.00951,0.852,181875,0.988,0,0.302,1,0.0629,-6.007,0,72,0.0588,128.013,user_10
3rb0tMq42WfggucPm0HHkA,Bad Memories (feat. Elley Duhé & FAST BOY),0.662,2022,0.118,0.607,148629,0.767,0,0.0,5,0.122,-6.069,0,79,0.0474,123.998,user_10
2bI6KAUqXeIXGAEEvup8ri,Sunshine (My Girl),0.596,2023,0.00742,0.871,131250,0.765,0,0.000196,0,0.0953,-4.602,1,73,0.116,128.087,user_10
5SFCEkybGYmmzKqewtDEaN,Body Moving,0.811,2023,0.0222,0.788,154216,0.906,0,0.00283,10,0.0822,-5.863,0,78,0.0382,128.004,user_10
19bua05ITWjFrk9iGxOA7r,On & On,0.46,2023,0.0221,0.681,170578,0.933,0,0.00504,0,0.266,-2.855,1,67,0.104,128.036,user_10
59NraMJsLaMCVtwXTSia8i,Prada,0.422,2023,0.001,0.638,132359,0.717,1,1.79e-06,8,0.113,-5.804,1,94,0.0375,141.904,user_10
0agQ9vIV7NP4dntGKLcCXO,Somebody (2024),0.566,2024,0.0222,0.859,153519,0.635,0,0.127,0,0.0627,-6.469,1,73,0.0401,130.038,user_10
0GiwV6v3AgJfdu59tj719Y,Pump It Up,0.654,2019,0.203,0.899,150635,0.894,0,9.95e-05,1,0.0606,-7.255,1,75,0.222,129.047,user_10
6tifCCTIVBLC2TmTquYG7G,Fine Day Anthem,0.54,2023,0.000285,0.745,188261,0.85,0,0.0392,6,0.118,-3.903,0,74,0.075,138.03,user_10
1M8t1j3Kv2qp97bdq5q4Vl,Rainfall (Praise You),0.509,2022,0.14,0.767,166570,0.862,0,0.0092,5,0.252,-5.464,0,77,0.0606,128.039,user_10
2UDycsru4dEa1UFmyIvKYU,Upside Down (feat. Poppy Baskcomb),0.0532,2023,0.0187,0.548,174375,0.857,0,0.749,3,0.0731,-6.83,1,67,0.0369,127.967,user_10
2jGlVbdMM7pzUl5RyeSJrX,Saturday Love,0.356,2023,0.0734,0.877,141840,0.82,0,0.274,0,0.0714,-5.193,1,66,0.0907,125.035,user_10
3kcKlOkQQEPVwxwljbGJ5p,Kernkraft 400 (A Better Day),0.4,2022,0.184,0.623,165800,0.727,0,2.02e-05,11,0.309,-5.57,0,76,0.0562,125.975,user_10
2arAYoniFUo3ojtcDEIhdl,Ain't No Other Man - Rework,0.454,2023,0.00111,0.891,154561,0.741,0,0.0127,6,0.0723,-6.458,1,62,0.0645,127.979,user_10
5Y2n6pW4Vqr4Mzkd9V4Uk8,Ray Of Solar,0.0391,2023,0.0367,0.355,241793,0.802,0,1.06e-05,6,0.197,-5.114,0,76,0.0478,135.017,user_10
0w7JPlp7eEQI2EKW3ayXrv,Drugs From Amsterdam,0.553,2022,0.0389,0.683,235786,0.932,0,0.605,8,0.0615,-10.402,1,78,0.0513,125.002,user_10
3bYSuNFC8UqtpTRKBcDtZf,Mwaki - Tiësto's VIP Mix,0.38,2023,0.0281,0.689,160439,0.897,0,0.0147,7,0.119,-6.422,0,71,0.041,127.993,user_10
02QE4LsAj7DBjMRxolGE8a,More Baby,0.966,2023,0.00166,0.75,175856,0.87,0,0.607,11,0.11,-7.109,1,72,0.055,125.996,user_10
7FyqTJJ8bdFVpNMoMNQbXA,Call Your Name,0.451,2023,0.00147,0.526,170977,0.888,0,0.0,0,0.188,-3.766,0,63,0.0591,127.906,user_10
1MVqeIAwhD4T44AKVkIfic,leavemealone,0.103,2023,0.00521,0.682,222784,0.882,1,0.0194,0,0.571,-4.5,1,83,0.0543,174.052,user_10
6xp1u6ZEHXX8DxJIFFrVoP,Little Things x Gypsy Woman - L BEATS MASHUP,0.808,2023,0.00423,0.644,131000,0.879,0,6.91e-06,6,0.286,-5.204,0,80,0.0761,126.935,user_10
5fwSHlTEWpluwOM0Sxnh5k,Pepas,0.442,2021,0.00776,0.762,287120,0.766,1,6.98e-05,7,0.128,-3.955,1,83,0.0343,130.001,user_10
3DqOJ2BoddzZpNdty3okJH,RIZZ,0.729,2023,0.0736,0.855,200787,0.839,1,0.426,7,0.32,-5.733,1,70,0.153,127.044,user_10
2e2yKavdT6WQzzMHwNtPFa,In The Yuma (feat. Aatig),0.94,2022,0.000394,0.846,156216,0.891,0,0.803,1,0.124,-4.902,0,72,0.0652,126.029,user_10
1UPHCP5YeVfele4DMbdGyi,REACT,0.358,2023,0.0329,0.737,201146,0.899,0,0.0,6,0.186,-3.189,0,79,0.0556,125.992,user_10
5AWGyFvWNof3Knq7QrN3jD,Diamonds On My Mind,0.745,2023,0.0121,0.743,168529,0.851,1,0.00382,2,0.0604,-5.457,1,68,0.195,135.969,user_10
5zA3gMIFlgnhNQj39GcTqE,Set Me Free,0.884,2023,0.00372,0.683,180639,0.977,0,0.0109,6,0.166,-2.582,0,67,0.106,129.996,user_10
5dW0cgZ9uV1W3PXtuTS5uP,Sorry (with Madonna),0.507,2023,0.000577,0.65,161629,0.783,0,0.815,0,0.2,-8.061,1,68,0.0342,124.008,user_10
0rK3a7tLRVgJBoc2DP3tIX,Dress Code,0.737,2023,0.00799,0.716,203438,0.94,0,0.728,1,0.0807,-5.443,1,70,0.0539,128.015,user_10
2bgGETGKhv7V0WwQzzWqwc,Players (with David Guetta) - David Guetta Remix,0.53,2023,0.0632,0.773,152495,0.969,0,0.0284,1,0.0661,-5.67,1,61,0.0715,125.013,user_10
4cG7HUWYHBV6R6tHn1gxrl,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,0.801,2021,0.0076,0.824,169153,0.862,0,0.000132,2,0.303,-3.424,1,81,0.126,122.98,user_10
1ACFweuuvf6MHtptObgreR,Giving Me,0.476,2023,0.329,0.735,169000,0.651,0,0.000205,7,0.131,-9.25,0,78,0.112,127.07,user_10
11TSwkrxQ7HEOhM8nvzhpj,10 Out Of 10 (feat. Kylie Minogue),0.544,2023,0.0602,0.74,170603,0.822,0,0.00841,10,0.0687,-6.443,0,59,0.0399,122.034,user_10
4atLPkcljMp14JBaigYFKC,We Are The People - southstar Remix,0.132,2023,0.00174,0.72,236157,0.847,0,0.0623,7,0.104,-6.469,1,77,0.0384,149.954,user_10
6Ea2oEzysv4UECGNxL1IEW,Eat Your Man (with Nelly Furtado),0.651,2023,0.053,0.738,197165,0.883,0,0.193,8,0.102,-7.989,1,76,0.0818,125.04,user_10
3nEHrvNNtgLv9rneTAYVr4,Heaven Takes You Home (feat. Connie Constance),0.0389,2022,0.0124,0.665,214071,0.738,0,0.00598,0,0.0923,-5.931,0,80,0.0379,125.037,user_10
2f2dRxjiUOoV5qhZFbnVO6,Rule The World (Everybody),0.158,2023,0.031,0.628,172500,0.997,0,0.0101,2,0.133,-1.7,1,75,0.0706,127.963,user_10
1g2D7SpGbRPPXKLCly1mPc,Desire,0.375,2023,0.000905,0.676,159375,0.921,0,0.00332,9,0.0311,-5.17,1,61,0.0363,127.982,user_10
59QDyqLww2pxyg9ijOPO7f,Rhyme Dust,0.721,2023,0.0659,0.925,181365,0.561,0,0.0271,3,0.152,-8.675,1,76,0.176,128.034,user_10
00E0Z2jrF7reoHps4zcbWQ,Car Keys (Ayla),0.57,2023,0.0868,0.675,146501,0.986,0,4.96e-06,9,0.128,-4.606,0,80,0.0974,126.004,user_10
16SKOkyJsJNeJkHUFTcDUm,Typa Girl,0.593,2023,0.0107,0.638,184752,0.879,1,0.193,1,0.129,-5.691,1,70,0.0288,150.013,user_10
5HadIAY3Oray8VKuv3shgQ,Number 1,0.251,2023,0.129,0.707,145200,0.969,0,0.876,9,0.0913,-5.181,1,66,0.0882,129.984,user_10
5bZjb7xKqLqa58QiUBcVvl,Marianela (Que Pasa),0.602,2022,0.033,0.828,145766,0.893,0,0.00535,1,0.0811,-3.344,1,75,0.0496,124.043,user_11
2ReortySZeaeI0CUWiIh8v,Coming Home (feat. John Martin),0.117,2023,0.0509,0.581,212812,0.696,0,0.00326,7,0.179,-8.308,0,52,0.0332,127.986,user_11
1o2WYr42HrIoR38WhMy4p6,Aria,0.0893,2023,0.00248,0.652,236066,0.818,0,0.289,10,0.201,-5.994,0,76,0.0276,122.005,user_11
23RoR84KodL5HWvUTneQ1w,(It Goes Like) Nanana - Edit,0.964,2023,0.12,0.671,231545,0.876,0,0.188,7,0.0823,-5.681,0,88,0.0352,129.998,user_11
5OSGdSxtulzlzdPdK2MQJC,Esta Vida,0.461,2023,0.0418,0.755,209136,0.676,0,0.00176,5,0.204,-7.349,1,72,0.0377,123.98,user_11
4zN21mbAuaD0WqtmaTZZeP,Ferrari,0.692,2022,0.0127,0.847,186662,0.69,0,6e-05,1,0.0526,-7.877,0,84,0.0493,125.004,user_11
3BKD1PwArikchz2Zrlp1qi,Baby Don't Hurt Me,0.228,2023,0.00126,0.602,140018,0.91,0,0.000174,7,0.12,-3.404,1,88,0.0308,127.944,user_11
3jksOdXCaDXyGiZ7L4YZbp,All Nighter,0.376,2023,0.0364,0.753,134880,0.919,0,0.0597,11,0.324,-6.202,0,75,0.0507,124.985,user_11
5ooCfBqZyTB5CTdu1x7S77,Everything You Have Done - Meduza Edit,0.485,2023,0.0459,0.678,156218,0.935,0,0.202,2,0.198,-6.382,1,67,0.0592,124.989,user_11
0iB5f04XdJ2tcfhoVkeLV8,LET'S GET FKD UP,0.431,2023,0.00258,0.67,121500,0.957,1,0.211,10,0.185,-5.43,1,86,0.0435,159.985,user_11
09rAJ1Q1NNJSaUKEW3X9P6,Crying On The Dancefloor,0.317,2023,0.18,0.723,211348,0.698,0,0.0,10,0.797,-6.162,1,78,0.0659,126.001,user_11
4lzGdshpfZVD1TAsRCr1eT,Thunder,0.388,2021,0.0335,0.67,160000,0.896,0,2.56e-05,1,0.346,-4.671,1,61,0.0649,101.228,user_11
2kNhZ57JHXkZPZH2rknRyu,Cynical,0.493,2023,0.0268,0.69,191365,0.84,0,3.06e-05,11,0.363,-6.947,1,81,0.0573,129.935,user_11
7Bg90Jhm3Dhtu7m2YCpo6C,Children - Radio Edit,0.0389,2022,0.00881,0.553,206222,0.948,0,0.818,1,0.102,-9.628,1,66,0.037,134.996,user_11
7jrMFjEq0t09f7m3HnnWXl,Tell Me Why - MEDUZA Remix,0.182,2022,0.087,0.561,171429,0.928,0,0.894,6,0.332,-5.812,0,80,0.0371,125.988,user_11
6JkQb1qCCJDBV7kW5vJUAH,ACID,0.0617,2023,0.0278,0.573,181333,0.982,0,0.768,0,0.386,-5.518,1,67,0.0576,135.034,user_11
7v4lL0VxQV8yTv29Tpf2sH,Head Down,0.424,2023,0.307,0.738,176613,0.768,0,1.35e-05,4,0.198,-8.899,0,81,0.0915,124.007,user_11
6pb5DtlAeG95dNQLHiArRU,Rock My Body,0.47,2023,0.202,0.662,137419,0.821,0,0.0,2,0.522,-4.103,0,80,0.13,124.077,user_11
6h5y2LCqCQudsCarn61CNE,Believe (feat. Goodboys),0.362,2022,0.00519,0.659,188710,0.873,0,0.000155,1,0.172,-5.227,0,69,0.0449,123.942,user_11
0x381izXRwXLdOTe1diiPS,Rely On Me,0.752,2022,0.0142,0.664,174585,0.759,0,0.000174,5,0.0892,-4.89,1,55,0.039,124.968,user_11
1aNUSKBe6UMyMk3pEu9ws7,Atmosphere,0.755,2023,0.00618,0.762,182857,0.895,0,0.145,8,0.203,-4.562,1,79,0.0737,125.979,user_11
2DVvsgWrZ4rUjupdRGYEXK,Endless Summer,0.381,2023,0.00265,0.588,187041,0.804,1,0.0,6,0.0708,-5.594,1,65,0.0428,124.055,user_11
0Ni4MDtBVlLPXm5gkkAuO6,Shadows,0.562,2023,0.0185,0.745,225519,0.868,0,0.906,9,0.671,-6.105,0,54,0.0464,123.988,user_11
1eMUGMEWrvTXYWrPobq2dH,Heute Nacht,0.0391,2022,0.0196,0.609,204444,0.912,0,0.478,11,0.133,-6.593,0,73,0.0391,135.027,user_11
1GBBbKOarAJ38HwIfLcOji,Eternity,0.313,2023,0.00316,0.606,186240,0.861,0,0.844,1,0.113,-6.332,1,71,0.0406,125.005,user_11
2LCd6P35jFyZ9SN37o9D2q,Drinkin',0.707,2023,0.0344,0.716,149546,0.963,0,0.0,0,0.292,-3.097,0,72,0.0931,124.97,user_11
756goeya5NMZclvwlAKAVy,Delilah,0.559,2023,0.0557,0.643,141027,0.79,0,1.54e-05,4,0.106,-5.936,1,51,0.354,134.091,user_11
4NH496Sf2JEOvDRxEuIBc4,Without You,0.609,2023,0.15,0.576,143441,0.935,0,0.0,0,0.724,-3.805,0,61,0.102,128.051,user_11
5RfVafaeEEiqC0Z3LsBaZw,Hurricane,0.315,2023,0.0122,0.434,198867,0.66,0,6.12e-06,6,0.103,-5.605,1,67,0.0359,127.968,user_11
7jURkEKDVEm9sHueqUX0ko,Gimme That Bounce,0.101,2023,0.0284,0.801,217411,0.96,0,0.877,8,0.0985,-5.534,1,70,0.264,126.045,user_11
3YfGTvsTAWGC2lgoDOikUz,One in a Million,0.462,2023,0.238,0.454,160530,0.931,0,0.000623,11,0.289,-4.083,1,80,0.0321,137.945,user_11
1cQld05IcUDw3RCFt7uymW,Be The One,0.546,2023,0.00634,0.659,169853,0.93,0,0.177,0,0.104,-5.084,1,77,0.043,135.977,user_11
64HfvrHpMhaPArBsmo5QTf,Feel Your Ghost,0.405,2023,0.0384,0.712,205263,0.882,0,4.04e-05,8,0.477,-4.691,0,60,0.0782,133.021,user_11
3rb0tMq42WfggucPm0HHkA,Bad Memories (feat. Elley Duhé & FAST BOY),0.662,2022,0.118,0.607,148629,0.767,0,0.0,5,0.122,-6.069,0,79,0.0474,123.998,user_11
6W9qtw3ddhkYznaOxB50p8,The Feeling,0.357,2023,0.404,0.615,152793,0.744,0,0.0,7,0.0906,-7.706,1,75,0.163,131.837,user_11
0iG3esqSDh6QJdN1zrAgyo,Lollipop,0.0682,2023,0.0324,0.894,144000,0.625,0,0.835,2,0.31,-8.412,1,71,0.0926,140.034,user_11
19bua05ITWjFrk9iGxOA7r,On & On,0.46,2023,0.0221,0.681,170578,0.933,0,0.00504,0,0.266,-2.855,1,67,0.104,128.036,user_11
59NraMJsLaMCVtwXTSia8i,Prada,0.422,2023,0.001,0.638,132359,0.717,1,1.79e-06,8,0.113,-5.804,1,94,0.0375,141.904,user_11
0sftzYE0YgPHXrvJyUyGjB,Deep In Your Love,0.563,2024,0.00888,0.602,144500,0.841,0,0.00029,7,0.0623,-5.553,1,82,0.0357,130.052,user_11
0LMwmV37RCmBO2so0szAFs,Whatever,0.596,2024,0.114,0.576,178273,0.776,0,0.0,3,0.333,-5.678,1,90,0.066,107.943,user_11
6tifCCTIVBLC2TmTquYG7G,Fine Day Anthem,0.54,2023,0.000285,0.745,188261,0.85,0,0.0392,6,0.118,-3.903,0,74,0.075,138.03,user_11
1M8t1j3Kv2qp97bdq5q4Vl,Rainfall (Praise You),0.509,2022,0.14,0.767,166570,0.862,0,0.0092,5,0.252,-5.464,0,77,0.0606,128.039,user_11
4ptnQ0kQnN1U1Ig8TSslj6,Turn On The Lights again.. (feat. Future & Fred again..) - Anyma Remix,0.0451,2022,0.000833,0.683,253433,0.825,0,0.727,7,0.232,-6.175,1,70,0.0424,126.023,user_11
2UDycsru4dEa1UFmyIvKYU,Upside Down (feat. Poppy Baskcomb),0.0532,2023,0.0187,0.548,174375,0.857,0,0.749,3,0.0731,-6.83,1,67,0.0369,127.967,user_11
6afdNrotJ1PCt9DoFiHpLj,Real Love,0.454,2023,0.0287,0.648,163000,0.753,0,0.0,1,0.0651,-5.539,1,70,0.0527,125.073,user_11
2yEHX6MqAXPyD7bm47A2Br,Pump It Louder,0.543,2022,0.00789,0.66,158571,0.942,0,1.76e-05,4,0.834,-2.273,1,70,0.185,126.017,user_11
7eHBDsqfqOMyzMhtnhytNB,U Ok?,0.249,2023,0.0193,0.833,154177,0.848,1,0.299,2,0.11,-6.104,1,54,0.268,130.047,user_11
3bYSuNFC8UqtpTRKBcDtZf,Mwaki - Tiësto's VIP Mix,0.38,2023,0.0281,0.689,160439,0.897,0,0.0147,7,0.119,-6.422,0,71,0.041,127.993,user_11
5Y2n6pW4Vqr4Mzkd9V4Uk8,Ray Of Solar,0.0391,2023,0.0367,0.355,241793,0.802,0,1.06e-05,6,0.197,-5.114,0,76,0.0478,135.017,user_11
7FyqTJJ8bdFVpNMoMNQbXA,Call Your Name,0.451,2023,0.00147,0.526,170977,0.888,0,0.0,0,0.188,-3.766,0,63,0.0591,127.906,user_11
1MVqeIAwhD4T44AKVkIfic,leavemealone,0.103,2023,0.00521,0.682,222784,0.882,1,0.0194,0,0.571,-4.5,1,83,0.0543,174.052,user_11
58kUEj9sd9Z2XIPh3BhJRR,The Sign (with CamelPhat),0.0512,2023,0.0864,0.706,213496,0.8,0,0.689,7,0.337,-7.252,0,67,0.0417,121.97,user_11
1UPHCP5YeVfele4DMbdGyi,REACT,0.358,2023,0.0329,0.737,201146,0.899,0,0.0,6,0.186,-3.189,0,79,0.0556,125.992,user_11
31ZO9XuKt48Qb2eUTBynd2,Carry You,0.356,2024,0.0865,0.507,215905,0.731,0,0.0,0,0.0815,-5.611,0,71,0.0403,126.996,user_11
5zA3gMIFlgnhNQj39GcTqE,Set Me Free,0.884,2023,0.00372,0.683,180639,0.977,0,0.0109,6,0.166,-2.582,0,67,0.106,129.996,user_11
5dW0cgZ9uV1W3PXtuTS5uP,Sorry (with Madonna),0.507,2023,0.000577,0.65,161629,0.783,0,0.815,0,0.2,-8.061,1,68,0.0342,124.008,user_11
6h6HgJ66laDl6bY8W59Jdn,Ghost Town,0.512,2023,0.0347,0.696,162857,0.525,0,9.51e-06,0,0.121,-6.151,0,71,0.0361,140.024,user_11
617tj2kCbyrza6mHhzT6JQ,Something To Hold On To (feat. Clementine Douglas),0.414,2023,0.0655,0.563,175748,0.875,0,1.71e-05,8,0.11,-3.517,1,64,0.0657,126.92,user_11
1YWLrDcr0yl0GfeDvuGX1z,Metro,0.0399,2023,0.000946,0.632,239586,0.961,0,0.802,9,0.123,-3.972,1,68,0.0502,125.034,user_11
1D5ifTPFnQWDnSxSAfc1hc,Pictures Of You,0.0357,2024,0.0392,0.678,175313,0.881,0,0.00433,4,0.159,-5.498,0,70,0.0552,128.019,user_11
4Et6tUEO7biKxZEfJXpNj1,Another Love - Tiësto Remix,0.473,2022,0.0836,0.79,185366,0.764,0,0.0871,4,0.132,-4.685,0,77,0.0737,123.046,user_11
09CnYHiZ5jGT1wr1TXJ9Zt,Thank You (Not So Bad),0.563,2023,0.0229,0.673,140000,0.95,0,0.0823,11,0.398,-5.149,1,89,0.0488,150.019,user_11
1HmeANWuuCP6ldvGgKwTLi,Hungover (with Camden Cox),0.103,2023,0.0185,0.625,220588,0.849,0,0.0331,2,0.0807,-4.34,0,66,0.0388,135.935,user_11
1ACFweuuvf6MHtptObgreR,Giving Me,0.476,2023,0.329,0.735,169000,0.651,0,0.000205,7,0.131,-9.25,0,78,0.112,127.07,user_11
4atLPkcljMp14JBaigYFKC,We Are The People - southstar Remix,0.132,2023,0.00174,0.72,236157,0.847,0,0.0623,7,0.104,-6.469,1,77,0.0384,149.954,user_11
1oH6oeK8iKeRL9VTQY5w2r,Lifetime,0.106,2024,0.161,0.816,158823,0.627,0,0.813,10,0.0804,-10.023,0,73,0.102,135.052,user_11
6Ea2oEzysv4UECGNxL1IEW,Eat Your Man (with Nelly Furtado),0.651,2023,0.053,0.738,197165,0.883,0,0.193,8,0.102,-7.989,1,76,0.0818,125.04,user_11
7mQAjg2u5udWhnQ07jIHI7,Higher Power,0.0579,2023,0.00207,0.584,208601,0.937,0,0.0457,8,0.109,-6.46,0,68,0.0501,125.998,user_11
3nEHrvNNtgLv9rneTAYVr4,Heaven Takes You Home (feat. Connie Constance),0.0389,2022,0.0124,0.665,214071,0.738,0,0.00598,0,0.0923,-5.931,0,80,0.0379,125.037,user_11
2f2dRxjiUOoV5qhZFbnVO6,Rule The World (Everybody),0.158,2023,0.031,0.628,172500,0.997,0,0.0101,2,0.133,-1.7,1,75,0.0706,127.963,user_11
1g2D7SpGbRPPXKLCly1mPc,Desire,0.375,2023,0.000905,0.676,159375,0.921,0,0.00332,9,0.0311,-5.17,1,61,0.0363,127.982,user_11
59QDyqLww2pxyg9ijOPO7f,Rhyme Dust,0.721,2023,0.0659,0.925,181365,0.561,0,0.0271,3,0.152,-8.675,1,76,0.176,128.034,user_11
1M8U7UHu9rhwumTu8IrqeD,Praising You (feat. Fatboy Slim),0.656,2023,0.07,0.689,164693,0.788,0,0.0,8,0.246,-4.978,1,75,0.084,122.968,user_11
4b2rlKIqyLxpxoIaG7sZ5K,Save Me,0.045,2023,0.000485,0.673,189784,0.908,0,0.781,6,0.113,-6.36,0,67,0.0387,126.013,user_11
1CcLA0eaauck34YEIrvAAq,When We Were Young (The Logical Song),0.502,2023,0.0526,0.657,147433,0.914,0,6.32e-06,0,0.109,-4.513,0,88,0.0523,139.989,user_11
4EmH2iRucAgCOnhuJRotUi,Drifting,0.376,2023,0.0718,0.625,147692,0.951,0,0.585,9,0.164,-4.866,0,78,0.0393,130.001,user_11
22dUzMFttcR3uU17NcOAIv,Desire (with Sam Smith),0.509,2023,0.0311,0.587,179162,0.924,0,0.0171,11,0.23,-5.433,0,85,0.0457,140.009,user_11
74nEGIzIefJhJ5qX7NeIAz,Beggin',0.712,2023,0.156,0.817,183397,0.67,0,0.168,8,0.111,-6.315,0,76,0.0545,125.972,user_11
1ls2PNiOHOxmSfHRyslgAl,Shiver,0.0623,2024,0.0013,0.537,234331,0.924,0,3.42e-05,4,0.108,-4.616,0,74,0.034,127.025,user_11
4G58eym5EGj8ZG1qt8DXIx,Rhythm (Of The Night),0.173,2022,0.000404,0.534,201622,0.946,0,0.698,10,0.348,-6.632,1,66,0.0383,121.951,user_11
1RF02Cf80mTaeNXG2P2boR,21 Reasons (feat. Ella Henderson),0.779,2022,0.0165,0.621,155253,0.785,0,5.92e-06,6,0.0512,-4.499,1,80,0.11,123.96,user_11
4xbXuRfZ2ZLktw5QEdGYnX,On Repeat,0.202,2022,0.0246,0.609,190217,0.801,0,0.00255,1,0.37,-8.483,0,66,0.0694,122.958,user_11
4ZnkygoWLzcGbQYCm3lkae,Rush,0.378,2023,0.00288,0.743,156391,0.837,1,2.86e-05,5,0.104,-7.634,0,86,0.0633,126.023,user_11
4qDpLaFGf5ampf2DXD2TMA,Where You Are,0.0818,2023,0.00953,0.56,236000,0.832,0,0.00541,9,0.546,-6.432,0,79,0.0363,126.0,user_11
1p0jBDjxORjYNJyAphBRpE,MONEY ON THE DASH,0.292,2023,0.0439,0.84,145667,0.667,0,1.34e-05,8,0.179,-7.126,1,78,0.0843,120.044,user_11
4W7bfpXBXrH79dnWyJMkEX,If Only I (feat. Bebe Rexha),0.693,2023,0.161,0.693,142756,0.73,0,4.12e-05,0,0.109,-5.06,0,71,0.0356,120.018,user_11
3JsH3qnwhYGs20PBMsCgNx,Voodoo,0.264,2023,0.212,0.66,213800,0.878,0,0.663,6,0.16,-6.647,0,68,0.0596,129.004,user_11
2a7tWwfJeOmiQB0AryaKB3,Out of Love,0.404,2023,0.000858,0.605,138560,0.91,0,1.55e-05,1,0.136,-4.499,1,64,0.0309,128.035,user_11
0hoWvEK8EwwkZfWK0Bo9Zw,Forget You (with Gabry Ponte),0.131,2023,0.0124,0.527,138621,0.84,0,1.89e-05,3,0.0955,-6.441,0,40,0.0744,145.077,user_11
4OvFFy9nniyG6CsI86yNGL,Rest Of My Life,0.42,2024,0.0772,0.606,205810,0.944,0,0.0105,5,0.104,-4.8,0,69,0.0779,133.004,user_11
3YVeaqhSFth8QAL45wO19L,RATATA,0.501,2023,0.0145,0.889,126774,0.6,0,0.0,9,0.08,-10.603,1,61,0.144,123.978,user_11
43eF4GLcpQkzJElhw7kGUj,Beyond Us - Hatshepsut Version,0.0318,2023,0.071,0.667,234796,0.9,0,0.764,5,0.378,-8.816,0,56,0.0381,125.993,user_11
4yc0wKwKXGkx9Vqc42MIFy,Past Life,0.325,2023,0.07,0.493,196821,0.812,0,0.0,3,0.122,-4.674,0,69,0.0739,139.889,user_11
199wv1uOJYZ1XyK8FTzwh2,Ascend,0.0958,2023,0.601,0.707,200156,0.835,0,0.791,8,0.0933,-8.759,0,76,0.0418,120.009,user_11
7EroGeDg1uteOaQ45Ftfiz,I Remember - John Summit Remix,0.0952,2023,0.00679,0.544,240000,0.857,0,0.565,7,0.195,-6.743,1,65,0.0336,126.016,user_11
4bz8Z7squfs2Yji2DwoujR,Asking,0.395,2023,0.0213,0.477,191591,0.854,0,1.67e-05,4,0.19,-5.274,0,80,0.0896,126.965,user_11
5eTaQYBE1yrActixMAeLcZ,Miracle (with Ellie Goulding),0.306,2023,0.0378,0.636,186496,0.869,0,0.0446,9,0.0808,-5.289,1,85,0.0412,143.011,user_11
3ec1mgb7R6yhRvzp3DaTus,All For Love,0.185,2023,0.0616,0.573,166667,0.736,0,0.0,11,0.508,-6.882,1,69,0.0435,126.014,user_11
2iQMxfQyEyypb0MCFYaLlE,Ininna Tora,0.522,2022,0.0581,0.731,204599,0.893,0,0.675,0,0.2,-3.826,1,62,0.0828,137.998,user_11
2c3KCGq6UojB2c8UAFrRON,New Gold (feat. Tame Impala and Bootie Brown) - Dom Dolla Remix,0.358,2022,0.012,0.716,274142,0.897,1,0.262,4,0.325,-7.185,0,66,0.0629,127.03,user_11
2AVFP9aEYlPQ40V0lkGhE4,Gotta Believe,0.407,2023,0.0764,0.715,174006,0.931,0,4.9e-06,9,0.114,-5.509,1,51,0.0314,128.035,user_12
766h5Uf88AzjgUsmb8wWe8,One By One,0.559,2023,0.0567,0.851,145920,0.958,0,0.000891,7,0.0479,-5.286,1,60,0.0564,125.028,user_12
4ejCsNXh66YasBUiwfBhDg,Mercy (feat. Jacob Lusk),0.652,2023,0.00589,0.815,178243,0.645,0,2.96e-05,2,0.709,-6.046,0,72,0.0938,126.994,user_12
5JH7BjD9Yp1NrXBaLVBkUe,UP - Arem Ozguc & Arman Aydin Remix,0.713,2022,0.0684,0.859,136840,0.725,0,1.35e-05,10,0.108,-6.543,1,38,0.113,106.982,user_12
6Oeh3ZfayAsRRBMkt1zIUe,Piece of You,0.335,2021,0.00719,0.605,172258,0.875,0,0.0,5,0.104,-4.687,0,30,0.0578,123.888,user_12
