id,name,valence,year,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,user
0ynpggZye9Kv6yssO9htU8,5 Dubs,0.337,2024,0.0505,0.551,166034,0.488,1,0.0,2,0.219,-12.058,1,45,0.435,80.963,user_21
71S2e7v71Rcu3CH59pKdE8,Fat Boy (feat. Rick Ross),0.276,2024,0.0226,0.693,213333,0.781,1,0.0,6,0.101,-5.157,0,57,0.29,90.295,user_21
0r9IVjIe3Zii7vAHHJM33X,Whatever (feat. Yo Gotti),0.219,2024,0.265,0.638,174549,0.669,1,0.0,0,0.193,-3.968,1,0,0.227,135.055,user_21
6Ipsr1V5eaa09Vh24uHyEf,Ring Ring (feat. Kevin Gates),0.646,2024,0.186,0.769,156161,0.579,1,0.0,3,0.139,-4.852,0,52,0.361,160.027,user_21
0Bn39rVvLKs1sVV5bHyhqJ,Secrets,0.468,2024,0.0526,0.835,148480,0.599,1,0.0,8,0.356,-7.589,0,54,0.0997,134.004,user_21
3FYxg905coMBsZgKfOzz5R,Turnt,0.102,2024,0.011,0.901,165093,0.535,1,0.011,1,0.366,-6.282,1,60,0.248,128.056,user_21
4b8zFITxLmN0rIbhuj5wub,RNS,0.853,2024,0.00518,0.92,138857,0.703,1,0.0,8,0.0893,-4.976,1,70,0.357,140.012,user_21
5zHqXGQkZ1BSGePTAg6xSF,BACK OUTSIDE (feat. Latto),0.444,2024,0.352,0.816,173333,0.725,1,0.0,9,0.125,-3.786,0,59,0.149,143.917,user_21
4InhSroLUMR1niKA53Z2ni,Jordan Year,0.184,2024,0.00867,0.633,167471,0.383,1,0.0,1,0.127,-9.814,1,50,0.367,81.443,user_21
0Q08VPRP2KMgifsgi38uE2,Ridin Round,0.782,2024,0.0773,0.777,140766,0.735,1,0.0,4,0.584,-8.067,1,51,0.275,81.953,user_21
3PPCTaXueBFQazb0m5YLQV,Red Rum,0.315,2024,0.046,0.846,112176,0.547,1,0.0,1,0.167,-7.555,0,0,0.344,137.029,user_21
3LdP8uDwQ1NVwNCrb8I32K,Somethin' (feat. Sexyy Red),0.36,2024,0.000799,0.749,149246,0.717,1,0.0,8,0.16,-4.739,1,67,0.328,159.987,user_21
5D3hrUD9se6je7Sm31UNiE,Kitchen,0.54,2024,0.0551,0.72,181500,0.694,1,0.0,6,0.117,-7.466,0,35,0.254,80.026,user_21
1MscIf89IpZW9N9SUtBpsE,772 Love Pt. 3 (Your Love),0.46,2024,0.278,0.648,172308,0.466,1,0.0,2,0.126,-7.972,1,70,0.336,156.028,user_21
32b06ZO97e3B1XmAiSzzBw,Free Me,0.318,2024,0.0129,0.627,190592,0.617,1,0.0,11,0.106,-6.27,0,57,0.236,87.95,user_21
1cyTVV6UFeoazuBGX3MXFw,Don Who Leo,0.535,2024,0.0571,0.77,138364,0.476,1,0.0,11,0.127,-7.043,1,61,0.392,161.935,user_21
35gu7pEQ2gOLUvskspCD3Y,Bachelor,0.567,2023,0.225,0.805,241533,0.63,1,0.0,1,0.204,-6.467,0,73,0.174,129.232,user_21
38f9cuHs7dmGcyRCXAHxy5,Yung Joc (feat. Luh Tyler),0.691,2024,0.666,0.684,130493,0.719,1,3.87e-05,0,0.118,-8.669,0,55,0.128,139.956,user_21
1nQaTUDJ7Rc4yOvZmg9Ozr,Mmhmm,0.962,2023,0.028,0.93,119016,0.682,1,0.0,9,0.129,-8.799,1,80,0.331,126.003,user_21
4pcgOnRhCaNBOz5e0xcyWg,Homebody,0.227,2023,0.000111,0.673,121417,0.561,1,2.31e-05,1,0.228,-4.058,1,72,0.0789,175.061,user_21
1nQAabVphQawZXSNtaFKfK,BOZO,0.544,2024,0.0934,0.813,148120,0.861,1,2.76e-05,2,0.13,-5.549,0,62,0.059,119.044,user_21
6wsqVwoiVH2kde4k4KKAFU,I KNOW ?,0.817,2023,0.0186,0.927,211582,0.619,1,0.0,5,0.104,-4.441,0,93,0.0539,117.995,user_21
1DwW4mn2dVLJxGJzdvAcls,50/50,0.483,2024,0.018,0.745,100746,0.665,1,0.0,11,0.199,-7.538,1,55,0.21,164.968,user_21
44Rtuc5OuZtwMwPfkrAsp6,CRAYON,0.0923,2024,0.183,0.568,136500,0.665,1,0.0,9,0.0707,-6.119,1,62,0.182,159.931,user_21
582YxhgpJEY0aEHQtVQFhO,02.02.99,0.564,2024,0.152,0.84,162162,0.629,1,0.0,6,0.154,-6.629,0,77,0.291,148.125,user_21
47yD0e9MCRIB8dgUXPfyW3,pop ur shit,0.29,2024,0.327,0.86,193004,0.497,1,0.0491,6,0.132,-6.968,0,82,0.0982,123.047,user_21
2INe19w9F8ueR1Fgm9HXbh,Slight Dub (feat. 21 Savage & Young Nudy),0.247,2023,0.112,0.711,182400,0.599,1,0.0,2,0.111,-6.164,1,53,0.328,150.068,user_21
5maOp2FZomEiboxhl9yh2z,Gun Class II (feat. Nardo Wick & G Herbo),0.612,2023,0.0525,0.53,229036,0.677,1,0.0,1,0.126,-7.099,0,63,0.473,78.128,user_21
3HJ8qcX2TGkpZB2hE2oxhr,Bang The Bus,0.222,2024,0.19,0.607,189522,0.497,1,0.0,10,0.327,-13.319,0,57,0.121,151.976,user_21
1WrxYBGmFK19BMRn3wLYMa,Shotta Flow 7,0.219,2023,0.0056,0.943,165433,0.77,1,0.0,2,0.116,-4.665,1,77,0.237,120.004,user_21
1udwFobQ1JoOdWPQrp2b6u,Surround Sound (feat. 21 Savage & Baby Tate),0.471,2022,0.173,0.575,229938,0.56,1,0.0,5,0.257,-7.302,1,94,0.478,75.956,user_21
1aOKOAnj6s8JOgxCEKx4OP,50/50 (Moneybagg Yo),0.634,2023,0.0107,0.828,128011,0.727,1,0.0,11,0.15,-4.429,1,61,0.304,150.067,user_21
3wuyOt50te8cZd1CXBYYgj,Li Rye vs Li Reezy,0.245,2023,0.0509,0.641,142703,0.471,1,0.0,5,0.19,-11.146,0,45,0.256,148.056,user_21
0LXrihCLToJ1l9HlIufKSA,'02 Lakers,0.683,2023,0.0235,0.951,163000,0.597,1,0.0,10,0.103,-7.719,0,57,0.353,123.919,user_21
42TFM7pxF8mRUJTWJdGMeS,350,0.532,2023,0.151,0.775,193953,0.485,1,0.0,5,0.193,-7.942,0,68,0.469,114.6,user_21
2lXQX3uhFHRYGBE6xR3tic,Never Lose Me (feat. Lil Yachty),0.346,2023,0.0332,0.786,165246,0.504,1,0.0,1,0.0979,-7.678,1,80,0.0938,121.967,user_21
1kCVncgHcTEICcK3fG63jR,Come See Me,0.193,2023,0.682,0.47,190588,0.495,1,0.0,7,0.101,-10.746,1,60,0.245,170.778,user_21
1c7MITQmNJTrvfbDSzWT6x,Climate (feat. Offset),0.703,2023,0.0256,0.96,170107,0.749,1,0.0,11,0.0889,-3.881,0,78,0.251,124.563,user_21
0zbGWzQkLY5wn4xyiLYEi0,Glizock & Wizop (feat. Key Glock),0.548,2023,0.0107,0.909,192508,0.564,1,0.0,2,0.109,-7.483,1,71,0.31,146.94,user_21
5u8m1YQAVoyu5k81b5DWvr,Family Freestyle,0.289,2023,0.00133,0.613,215122,0.685,1,0.0,4,0.296,-6.795,1,65,0.292,163.994,user_21
0x8vQaiUn7BZ37Wpxd4Mms,Change My Wayz,0.509,2023,0.0552,0.59,115014,0.452,1,0.00134,2,0.267,-5.43,1,74,0.124,81.654,user_21
7rx8jrF9kvwIr2lQIMPZLG,Now or Neva (feat. Moneybagg Yo & YTB Fatt),0.376,2023,0.0175,0.683,104727,0.756,1,1.99e-06,0,0.243,-5.778,1,55,0.0846,165.051,user_21
2Gk6fi0dqt91NKvlzGsmm7,SAY MY GRACE (feat. Travis Scott),0.476,2023,0.0585,0.773,173253,0.635,1,0.0,10,0.132,-5.06,1,83,0.0452,121.879,user_21
53QRPT9Z42ALxGL1YGT9x1,Lemme See,0.712,2023,0.00226,0.94,165765,0.652,1,0.0,5,0.0898,-5.806,1,73,0.303,95.976,user_21
7k2lQiLrZFJcnaOqsG2mdR,The Type (feat. YTB Fatt),0.341,2023,0.000566,0.55,208233,0.57,1,0.0,11,0.112,-6.574,1,57,0.422,80.947,user_21
2jmdxJ60YfV3fVemuLz7pD,Long Story Short (with Lil Wayne),0.54,2023,0.269,0.842,210339,0.857,1,0.0,2,0.418,-4.521,1,71,0.203,136.956,user_21
4xhsWYTOGcal8zt0J161CU,Lovin On Me,0.606,2023,0.0026,0.943,138411,0.558,1,2.19e-06,2,0.0937,-4.911,1,99,0.0568,104.983,user_21
3kfhS2L56Wj8fBcu7xE47H,Turks & Caicos (feat. 21 Savage),0.314,2023,0.13,0.544,203442,0.496,1,0.0,0,0.166,-12.032,1,80,0.21,103.148,user_21
52sUnIQRojLUTxo7OWW2qv,FACTS,0.157,2023,0.405,0.887,198000,0.493,1,6.16e-06,0,0.485,-10.098,1,53,0.0817,127.951,user_21
6Qc90FMwNUjJ2M893RdYUg,BROAD DAY (feat. Future),0.164,2023,0.0538,0.677,168427,0.658,1,0.0,2,0.167,-6.223,1,74,0.293,189.976,user_21
2Ge2ZhznMuO22wIQ9Z5Wql,Hope You Know,0.137,2023,0.385,0.772,227184,0.759,1,0.0,4,0.244,-4.204,0,58,0.0303,137.026,user_21
6xVdq7lcNHpELteLBfrkY2,Lyrical Eazy,0.203,2023,0.00905,0.715,100975,0.673,1,0.0,1,0.109,-4.553,1,54,0.329,88.536,user_21
6Cxc9tL1sMdivV1Quh0yjZ,Must Be Me,0.443,2023,0.00577,0.794,210143,0.743,1,0.0,3,0.105,-7.497,0,49,0.153,139.966,user_21
5ULeTthsfnh8av4MiKWHga,Okay Bet Pt. 2 (feat. Skilla Baby),0.92,2023,0.0868,0.703,159550,0.83,1,0.0,9,0.33,-5.703,1,57,0.284,90.947,user_21
27RWVlCet2iZlGciBETorw,Murder & Millions,0.415,2023,0.0002,0.899,137927,0.65,1,0.000372,6,0.229,-6.131,1,56,0.45,155.016,user_21
2c7sRekhMGlj7u1WIIzoQu,Fighting My Demons,0.0389,2023,0.00437,0.538,150402,0.669,1,1.03e-05,1,0.43,-4.97,1,81,0.0518,141.659,user_21
1i9lZvlaDdWDPyXEE95aiq,TELEKINESIS (feat. SZA & Future),0.216,2023,0.575,0.458,353755,0.535,1,0.0,5,0.168,-4.854,0,87,0.0281,82.826,user_21
2eLrDMQnosvAOTzoZ8bRZZ,No Hook 2,0.424,2023,0.000235,0.899,137893,0.648,1,0.000802,6,0.221,-6.104,1,62,0.463,155.002,user_21
166lmjn9xjWj1AEdGX8PYh,FAN,0.424,2023,0.271,0.676,156307,0.844,1,0.0,5,0.0994,-4.831,0,64,0.407,163.992,user_21
3h4HlcmWdexWJ6SSyZG67E,To The Bank,0.72,2023,0.0543,0.799,132566,0.751,1,0.0,8,0.432,-3.848,1,65,0.313,131.073,user_21
6WYo4HDHHvMJZU1lNebB3V,Kat Food,0.805,2023,0.142,0.752,286579,0.643,1,0.0,7,0.0889,-5.561,1,62,0.458,175.988,user_21
7s12Ox0mKH81QDymKsC09N,God Slippers,0.534,2023,0.487,0.853,202817,0.488,1,0.0,8,0.225,-6.914,1,50,0.348,142.067,user_21
6hLhe1Q8kZQw5pfAK1SGY7,﻿Blood Splatter,0.352,2024,0.14,0.787,151907,0.515,1,0.0,5,0.151,-7.221,0,0,0.313,88.486,user_21
5wttBUDyaHAR5q9fYnN3YF,prove it,0.263,2024,0.38,0.559,207586,0.743,1,0.0,6,0.23,-5.418,0,84,0.167,133.897,user_21
3w0w2T288dec0mgeZZqoNN,CARNIVAL,0.311,2024,0.189,0.594,264324,0.811,1,0.0,1,0.339,-5.746,1,88,0.159,148.144,user_22
27sKtH0PZpASkN8H3ZJOQf,I Will,0.742,2024,0.236,0.731,149500,0.734,1,4.7e-05,10,0.381,-4.843,0,0,0.154,87.996,user_22
1elcu8IXCUBRUYObThbyZU,Location,0.444,2023,0.166,0.753,175933,0.528,1,7.99e-06,7,0.173,-10.641,1,54,0.148,140.88,user_22
52eIcoLUM25zbQupAZYoFh,redrum,0.246,2024,0.00529,0.624,270698,0.74,1,0.000224,2,0.5,-8.445,1,97,0.0481,172.089,user_22
1udwFobQ1JoOdWPQrp2b6u,Surround Sound (feat. 21 Savage & Baby Tate),0.471,2022,0.173,0.575,229938,0.56,1,0.0,5,0.257,-7.302,1,94,0.478,75.956,user_22
5U8zamxqHKlE6s14fa766t,Racks,0.218,2022,0.00475,0.914,188571,0.631,1,0.0,10,0.117,-4.867,0,37,0.103,139.948,user_22
6ZHzOYgw3I9kBpoWwagDOK,Risk (feat. UZI & Sfera Ebbasta),0.76,2024,0.224,0.89,191133,0.603,0,0.00183,1,0.147,-6.552,1,64,0.486,140.966,user_22
5jXKeWgIopSbVWyVIOe6W9,Trauma (feat. Lil Tjay),0.46,2024,0.367,0.565,197333,0.567,1,0.0,6,0.119,-4.563,1,65,0.788,180.229,user_22
04CyMEHliadfQWMUJb1w99,BURN,0.736,2024,0.0157,0.6,111458,0.885,1,6.02e-06,11,0.856,-6.21,0,84,0.393,105.003,user_22
6uTPdRrEDeH8Fyg5L5qmeU,Never Lose Me,0.0743,2023,0.0504,0.781,125902,0.567,1,0.0,1,0.0981,-7.857,1,93,0.0969,121.964,user_22
4CwoIYWEZE9UTixtP5nc7d,Boîte (feat. Jul),0.88,2023,0.0607,0.762,180000,0.726,1,0.512,1,0.118,-7.879,0,63,0.0328,127.986,user_22
7jr6fz888xjUlsAD2tZzKR,Gangsta Boo (with Lil Tjay),0.727,2023,0.126,0.873,160057,0.588,1,0.0,1,0.0927,-7.195,1,62,0.278,147.067,user_22
7jvwORp293fGCP6KfmE8aQ,Orange,0.427,2023,0.126,0.669,200357,0.757,1,0.0,8,0.323,-5.464,1,62,0.103,139.934,user_22
5092WBFsPhz41OsJJL6HRa,"Dancer (feat. Noizy, Rondodasosa & Capo Plaza)",0.909,2023,0.312,0.764,191228,0.79,1,0.0,10,0.359,-8.7,0,45,0.427,140.03,user_22
6x9pCndnXEoea0CMcfjs9W,n.h.i.e.,0.155,2024,0.093,0.818,143719,0.512,1,0.0441,5,0.11,-9.056,0,88,0.0926,131.967,user_22
53XOl5fbG1dxv8JNB8VkdS,Blocco,0.631,2024,0.356,0.766,181240,0.614,1,0.000577,3,0.19,-7.567,0,68,0.0655,95.99,user_22
5GCU2LJWPzoP8Q6nexs61z,Let's Go,0.303,2023,0.00172,0.673,139867,0.526,1,0.0,8,0.3,-7.612,1,83,0.0677,75.505,user_22
72pkk2rd9ncTTS6Czd32Yy,Libertad (feat. Morad),0.911,2023,0.456,0.862,237714,0.497,1,0.000115,8,0.13,-9.657,0,67,0.261,105.002,user_22
3Axaiyq4iyZYzqpL5weQD3,Big Budz No Dust (feat. Krept & Konan),0.577,2022,0.126,0.783,230613,0.536,1,0.0,9,0.108,-5.855,1,41,0.477,127.87,user_22
4w2Furap0ZzaiK4J14E9sR,Think U The Shit (Fart),0.311,2024,0.0403,0.967,141639,0.545,1,0.000195,9,0.0809,-6.647,1,87,0.207,122.101,user_22
1TVrjQh9mfod3CMgG8eLqy,MEZZANOTTE (feat. Rondodasosa),0.249,2023,0.351,0.612,202307,0.706,1,1.17e-05,8,0.188,-6.558,1,52,0.197,147.681,user_22
026dkD9v7C8L8AIWCerga6,Automatic RMX (feat. Baby Gang),0.68,2024,0.131,0.695,130667,0.56,1,0.861,1,0.103,-10.922,1,57,0.227,180.198,user_22
1ytVc8fTgA7hAOOR0n4EH7,Sunday Service,0.535,2024,0.0888,0.851,166581,0.764,1,0.0,2,0.163,-2.876,1,70,0.365,153.019,user_22
55Q180Og5mkW2XeGPjB7yn,Se Grita,0.404,2023,0.316,0.813,259628,0.791,1,0.000165,11,0.124,-6.899,0,79,0.111,94.063,user_22
5tEaVciE2GnR28aN6W9cLS,FUK SUMN,0.438,2024,0.127,0.774,209577,0.818,1,0.0,4,0.0529,-2.825,0,83,0.145,142.084,user_22
0goer5e8B6SJaTV2B51k6f,La bandite,0.686,2019,0.666,0.845,160893,0.717,1,0.0,5,0.11,-6.771,0,74,0.211,122.491,user_22
2tAy1PYaMNjeEu6A5s5qSe,LONDON,0.559,2023,0.0229,0.644,250723,0.668,1,0.0,11,0.0854,-5.157,0,35,0.317,131.989,user_22
30D9x5LFgL2o9xidjX2wtE,Casanova,0.758,2023,0.677,0.801,189091,0.832,0,2.86e-05,7,0.117,-4.579,0,84,0.208,132.044,user_22
3BFh8rR6aMexy7ELu2UQy3,Manos Rotas,0.238,2023,0.386,0.728,168594,0.59,0,0.0612,4,0.162,-5.787,0,85,0.204,93.977,user_22
63ZedTAVRCICh2CNLWnsPZ,Sigue,0.594,2022,0.611,0.682,211456,0.708,0,0.0328,6,0.0955,-5.597,0,79,0.165,122.053,user_22
5EVY9jwZDhgyLDyNGCGWYh,Seya,0.434,2023,0.219,0.798,188485,0.681,0,0.00197,10,0.137,-4.818,0,83,0.0722,101.005,user_22
5L3ecxQnQ9qTBmnLQiwf0C,K-POP,0.535,2023,0.0386,0.814,185221,0.618,1,3.34e-06,5,0.671,-5.614,0,80,0.0619,121.075,user_22
1CxtymiucDK0AB9vgGZ6q2,J’comprends pas,0.0398,2015,0.228,0.373,283493,0.523,0,0.0171,1,0.111,-9.111,1,74,0.041,104.959,user_22
0vYhUMxQbxYzvjx82707U9,París Como Hakimi,0.905,2024,0.531,0.835,185865,0.699,0,0.0,6,0.331,-5.53,0,74,0.0717,133.029,user_22
72vMwCjJuRRa1r0bhFBbE1,Bops,0.275,2023,0.0312,0.938,128667,0.613,1,0.000162,11,0.0982,-7.959,0,55,0.22,99.938,user_22
2Gk6fi0dqt91NKvlzGsmm7,SAY MY GRACE (feat. Travis Scott),0.476,2023,0.0585,0.773,173253,0.635,1,0.0,10,0.132,-5.06,1,83,0.0452,121.879,user_22
3zkyus0njMCL6phZmNNEeN,LET GO,0.514,2022,0.859,0.735,175890,0.449,1,0.0,2,0.213,-9.933,0,81,0.383,146.016,user_22
67nepsnrcZkowTxMWigSbb,MELTDOWN (feat. Drake),0.397,2023,0.012,0.557,246134,0.774,1,0.0,7,0.396,-5.275,0,87,0.351,111.975,user_22
1iolp9g0bzkeryDL4t2ub0,Algo Muy Raro,0.538,2024,0.41,0.873,189864,0.636,0,3.11e-06,4,0.093,-6.64,0,72,0.249,133.966,user_22
1nQAabVphQawZXSNtaFKfK,BOZO,0.544,2024,0.0934,0.813,148120,0.861,1,2.76e-05,2,0.13,-5.549,0,62,0.059,119.044,user_22
2VjOTvl50tscmc0RDjPdr2,UK Rap,0.697,2023,0.339,0.92,198027,0.682,1,2.08e-06,1,0.112,-4.82,1,77,0.368,140.071,user_22
1L0OmJV0LnPDWuHCIGmBV6,On The Radar Freestyle,0.194,2023,0.108,0.615,275281,0.632,1,0.0,1,0.129,-8.539,1,75,0.292,150.126,user_22
6R6ZS5HYH4RdXkjEwEJO5R,One Up,0.743,2022,0.322,0.85,160000,0.664,1,0.0,6,0.0475,-8.119,0,62,0.261,144.108,user_22
5rZlwNFl01HqLWBQGryKSm,Mood Swings (feat. Lil Tjay),0.269,2020,0.487,0.48,213333,0.602,1,0.0,10,0.0848,-6.335,0,80,0.368,179.798,user_22
4MjDJD8cW7iVeWInc2Bdyj,MONACO,0.13,2023,0.15,0.787,267194,0.621,1,0.000402,4,0.58,-5.009,0,92,0.068,139.056,user_22
6wsqVwoiVH2kde4k4KKAFU,I KNOW ?,0.817,2023,0.0186,0.927,211582,0.619,1,0.0,5,0.104,-4.441,0,93,0.0539,117.995,user_22
2FDTHlrBguDzQkp7PVj16Q,Sprinter,0.661,2023,0.186,0.916,226383,0.583,1,0.0,1,0.0798,-8.067,1,89,0.241,141.095,user_22
40iJIUlhi6renaREYGeIDS,Fair Trade (with Travis Scott),0.292,2021,0.0503,0.666,291175,0.465,1,0.0,1,0.215,-8.545,1,87,0.26,167.937,user_22
72v1J97VEDEoAq66SQW0yh,Entrapreneur,0.765,2023,0.314,0.724,142315,0.711,1,0.0,7,0.169,-8.152,0,77,0.274,142.938,user_22
3qpiO6n5HBMubcdCQyqKiv,"Kusuu (feat. Kweku Flick, Abra Cadabra & ODUMODUBLVCK) - Remix",0.653,2024,0.203,0.639,206197,0.595,0,1.74e-06,2,0.112,-7.691,0,48,0.353,94.678,user_22
62OmBF30kfTb0XLbGZPeTS,RAZONES (feat. Morad),0.591,2023,0.577,0.683,184253,0.643,1,0.0,7,0.0712,-5.23,0,64,0.386,199.503,user_22
0e4A9Fak1nJ7RtBD8YpoEo,Onna Come Up,0.649,2020,0.356,0.796,128014,0.426,1,2.73e-05,1,0.0941,-13.207,1,73,0.285,150.043,user_22
3FEAgxuYNeFjKzwNqRcnwV,BADMAN,0.616,2023,0.531,0.746,117840,0.622,1,0.0,6,0.0796,-11.804,0,49,0.462,97.506,user_22
42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),0.201,2023,0.0316,0.569,191701,0.882,1,0.0,3,0.142,-2.777,0,93,0.06,148.038,user_22
3R9AZOrnO20E5MVMBiofqH,GEEKIN (feat. AJ Tracey),0.578,2024,0.089,0.791,116155,0.876,1,0.0,2,0.329,-2.864,1,62,0.176,128.147,user_22
2yUzr8Sr6ldG8vmHhZwTnz,née-nah,0.318,2024,0.00495,0.678,220584,0.758,1,0.0,1,0.57,-6.524,1,90,0.227,165.423,user_22
6G4q8Qb7CQP5gVtzQNK0zT,IDGAF (feat. Yeat),0.157,2023,0.0344,0.68,260111,0.659,0,0.000205,8,0.205,-8.447,1,68,0.237,136.944,user_22
4qZLvqy5Wg4sgQ9gKusb1B,Not So Bad (Leans Gone Cold),0.363,2023,0.168,0.76,198904,0.431,1,0.0,7,0.102,-9.122,0,68,0.0783,145.992,user_22
0PvFJmanyNQMseIFrU708S,For The Night (feat. Lil Baby & DaBaby),0.347,2020,0.114,0.823,190476,0.586,1,0.0,6,0.193,-6.606,0,80,0.2,125.971,user_22
0sMCcICKRGJ8Td75nZloeU,POPO,0.744,2024,0.658,0.684,191667,0.683,0,0.0,2,0.163,-7.05,1,68,0.11,133.978,user_22
4rXLjWdF2ZZpXCVTfWcshS,fukumean,0.22,2023,0.119,0.847,125040,0.622,1,0.0,1,0.285,-6.747,0,92,0.0903,130.001,user_22
48d98Nlj1XKXxzo9KDBx0H,Faut pas,0.716,2024,0.0248,0.814,138933,0.668,1,0.0,11,0.152,-6.474,1,66,0.299,135.979,user_22
0vjeOZ3Ft5jvAi9SBFJm1j,Superhero (Heroes & Villains) [with Future & Chris Brown],0.492,2022,0.152,0.526,182667,0.606,1,2.36e-06,5,0.194,-5.3,0,89,0.259,116.622,user_22
3gOVMei7c4BD6oIfed24dc,Blue Porsche (feat. Niska),0.478,2024,0.0041,0.866,186479,0.685,0,8.71e-05,9,0.117,-5.472,0,75,0.245,155.997,user_22
6gBFPUFcJLzWGx4lenP6h2,goosebumps,0.43,2016,0.0847,0.841,243837,0.728,1,0.0,7,0.149,-3.37,1,90,0.0484,130.049,user_22
7o4gBbTM6UBLkOYPw9xMCz,Moonwalking in Calabasas (feat. Blueface) - Remix,0.745,2020,0.0614,0.928,170233,0.341,1,0.0,11,0.162,-10.196,0,63,0.103,129.966,user_22
1tkg4EHVoqnhR6iFEXb60y,What You Know Bout Love,0.543,2020,0.65,0.709,160000,0.548,1,1.59e-06,10,0.133,-8.493,1,83,0.353,83.995,user_22
4yyZkXQPuxfNhM5tPSFoHJ,Canarsie,0.835,2024,0.527,0.868,168429,0.942,1,4.68e-05,1,0.16,-5.064,1,64,0.389,140.027,user_22
4367dXCt02KMgELPisJ2D4,HVN ON EARTH (with Kodak Black),0.201,2023,0.0724,0.736,188870,0.645,1,0.00086,1,0.136,-5.195,1,76,0.0807,132.024,user_22
7LTCmtMpf3JPfBE8gAl64z,Turn Yo Clic Up (feat. Future),0.629,2023,0.577,0.869,230836,0.557,1,0.0,11,0.139,-7.112,0,71,0.384,124.927,user_22
0VJXWgw0GWsprapvlpbuyu,Okay,0.346,2023,0.0619,0.876,206890,0.528,1,0.0,9,0.0904,-9.223,1,71,0.233,123.007,user_22
3D29kjUyWxsT3jUUTtARVQ,DIE,0.55,2022,0.229,0.695,240413,0.63,1,0.0,8,0.118,-7.16,0,73,0.035,130.968,user_22
4mWbFYZ9P14Ulf1LIFZGhH,06 Gucci (feat. DaBaby & 21 Savage),0.802,2023,0.252,0.786,178950,0.719,1,0.0,0,0.301,-7.487,0,65,0.296,130.081,user_22
7aqfrAY2p9BUSiupwk3svU,First Person Shooter (feat. J. Cole),0.248,2023,0.0277,0.47,247444,0.64,1,0.0,2,0.382,-7.779,1,89,0.32,163.92,user_22
0QNNd0qMCDbraS1nQPg3aA,HOTEL LOBBY (Unc & Phew),0.163,2022,0.142,0.821,142657,0.636,1,0.0,11,0.233,-4.479,1,73,0.169,127.961,user_22
73S4fsK22WH929PLFNYgOj,JEALOUSY (feat. Cardi B),0.304,2023,0.0401,0.926,174467,0.577,1,0.0,10,0.23,-6.805,0,70,0.367,134.383,user_22
5RJcEoBhxDo8QgmKfr3JG8,NOTRE DAME,0.567,2023,0.203,0.605,216387,0.668,1,0.0,10,0.165,-7.03,0,78,0.0817,147.078,user_22
0tCqfQ0MHZBYvsZ169ZnUM,Sorrys & Ferraris,0.35,2024,0.0554,0.689,167915,0.484,1,0.0,0,0.0666,-8.874,1,74,0.383,161.077,user_22
78QR3Wp35dqAhFEc2qAGjE,Drip Too Hard (Lil Baby & Gunna),0.389,2018,0.0852,0.897,145543,0.662,1,0.0,1,0.534,-6.903,0,86,0.292,112.511,user_22
6HgWWaMu31KdOpEG5l28BG,All My Life (feat. J. Cole),0.693,2023,0.15,0.829,223204,0.436,1,0.0,3,0.0954,-8.205,1,79,0.327,143.031,user_22
2MbdDtCv5LUVjYy9RuGTgC,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",0.835,2020,0.0631,0.904,227478,0.723,1,0.0,11,0.185,-5.224,0,74,0.26,145.013,user_22
5Se32hEA9raeboZerywxka,You Broke My Heart,0.276,2023,0.203,0.465,230709,0.7,1,0.0,10,0.299,-5.163,0,84,0.0893,120.854,user_22
6VciS3dRMpZhJiDxT8ArFi,"Young Miko: Bzrp Music Sessions, Vol. 58",0.443,2024,0.588,0.704,190000,0.571,0,0.0,7,0.117,-8.212,0,94,0.156,96.016,user_22
6j3wDNKqEeZ6QwPtCcpJX8,Stop Giving Me Advice (with Jack Harlow & Dave),0.896,2023,0.504,0.641,242453,0.681,1,2.69e-05,6,0.103,-4.888,0,76,0.283,101.429,user_22
5997LrlUOfmL0WmiP2lti4,College Girls,0.246,2023,0.478,0.457,251699,0.611,1,0.0,7,0.134,-6.396,0,49,0.302,83.455,user_22
6tgfPk01WoB2cK78rDEq2m,Don’t Lie (feat. Nemzzz),0.961,2022,0.189,0.746,138591,0.757,1,0.0,7,0.47,-5.313,1,62,0.268,141.98,user_22
1OadAxUa6KVPyKAwEv0Duy,Mi madre,0.304,2023,0.139,0.577,199939,0.711,1,0.0,4,0.0898,-5.812,0,61,0.229,125.37,user_22
0FA4wrjDJvJTTU8AepZTup,Watch This - ARIZONATEARS Pluggnb Remix,0.355,2023,0.0103,0.686,163139,0.897,1,0.103,11,0.153,-7.18,0,84,0.0386,129.975,user_22
6Ec5LeRzkisa5KJtwLfOoW,"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",0.134,2023,0.0408,0.599,256027,0.526,0,0.00256,9,0.209,-7.812,0,82,0.0385,90.018,user_22
4wRJHXHDJnKSPr9IVn0BFR,To The Bone (feat. YoungBoy Never Broke Again),0.505,2022,0.0395,0.899,283196,0.582,1,0.0,11,0.1,-7.275,0,67,0.264,149.973,user_22
