Titolo,ID,Durata,Spotify URL,URI,Album
Un Coco,6VrQTLzzuyGIYjUDe4kAZk,3.27,"<a href=""https://open.spotify.com/track/6VrQTLzzuyGIYjUDe4kAZk"" target=""_blank"">https://open.spotify.com/track/6VrQTLzzuyGIYjUDe4kAZk</a>",6VrQTLzzuyGIYjUDe4kAZk,Un Verano Sin Ti
Andrea,44XjoNvtwevktFKjvVe1vH,5.66,"<a href=""https://open.spotify.com/track/44XjoNvtwevktFKjvVe1vH"" target=""_blank"">https://open.spotify.com/track/44XjoNvtwevktFKjvVe1vH</a>",44XjoNvtwevktFKjvVe1vH,Un Verano Sin Ti
Me Fui de Vacaciones,28GCbKgjlVD9eDmasGbe0T,3.02,"<a href=""https://open.spotify.com/track/28GCbKgjlVD9eDmasGbe0T"" target=""_blank"">https://open.spotify.com/track/28GCbKgjlVD9eDmasGbe0T</a>",28GCbKgjlVD9eDmasGbe0T,Un Verano Sin Ti
EL MUNDO ES MÍO,36DHxTW2xdr9GG15T9oK9L,2.75,"<a href=""https://open.spotify.com/track/36DHxTW2xdr9GG15T9oK9L"" target=""_blank"">https://open.spotify.com/track/36DHxTW2xdr9GG15T9oK9L</a>",36DHxTW2xdr9GG15T9oK9L,EL ÚLTIMO TOUR DEL MUNDO
TE MUDASTE,5RubKOuDoPn5Kj5TLVxSxY,2.17,"<a href=""https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY"" target=""_blank"">https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY</a>",5RubKOuDoPn5Kj5TLVxSxY,EL ÚLTIMO TOUR DEL MUNDO
HOY COBRÉ,0tjZv2hChdHZCW1zFXpy1J,2.7,"<a href=""https://open.spotify.com/track/0tjZv2hChdHZCW1zFXpy1J"" target=""_blank"">https://open.spotify.com/track/0tjZv2hChdHZCW1zFXpy1J</a>",0tjZv2hChdHZCW1zFXpy1J,EL ÚLTIMO TOUR DEL MUNDO
MALDITA POBREZA,0Lsis3LB0XAK6XlTHXaJk2,3.56,"<a href=""https://open.spotify.com/track/0Lsis3LB0XAK6XlTHXaJk2"" target=""_blank"">https://open.spotify.com/track/0Lsis3LB0XAK6XlTHXaJk2</a>",0Lsis3LB0XAK6XlTHXaJk2,EL ÚLTIMO TOUR DEL MUNDO
LA NOCHE DE ANOCHE,2XIc1pqjXV3Cr2BQUGNBck,3.39,"<a href=""https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck"" target=""_blank"">https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck</a>",2XIc1pqjXV3Cr2BQUGNBck,EL ÚLTIMO TOUR DEL MUNDO
TE DESEO LO MEJOR,23XjN1s3DZC8Q9ZwuorYY4,2.33,"<a href=""https://open.spotify.com/track/23XjN1s3DZC8Q9ZwuorYY4"" target=""_blank"">https://open.spotify.com/track/23XjN1s3DZC8Q9ZwuorYY4</a>",23XjN1s3DZC8Q9ZwuorYY4,EL ÚLTIMO TOUR DEL MUNDO
YO VISTO ASÍ,5fROvzNghPid8mbKNDYvpJ,3.19,"<a href=""https://open.spotify.com/track/5fROvzNghPid8mbKNDYvpJ"" target=""_blank"">https://open.spotify.com/track/5fROvzNghPid8mbKNDYvpJ</a>",5fROvzNghPid8mbKNDYvpJ,EL ÚLTIMO TOUR DEL MUNDO
HACIENDO QUE ME AMAS,26QApq0cuO9brJigr0C0W4,3.63,"<a href=""https://open.spotify.com/track/26QApq0cuO9brJigr0C0W4"" target=""_blank"">https://open.spotify.com/track/26QApq0cuO9brJigr0C0W4</a>",26QApq0cuO9brJigr0C0W4,EL ÚLTIMO TOUR DEL MUNDO
BOOKER T,26w9NTiE9NGjW1ZvIOd1So,2.61,"<a href=""https://open.spotify.com/track/26w9NTiE9NGjW1ZvIOd1So"" target=""_blank"">https://open.spotify.com/track/26w9NTiE9NGjW1ZvIOd1So</a>",26w9NTiE9NGjW1ZvIOd1So,EL ÚLTIMO TOUR DEL MUNDO
LA DROGA,67ACYA3UI6QMNtHX6b34wX,2.7,"<a href=""https://open.spotify.com/track/67ACYA3UI6QMNtHX6b34wX"" target=""_blank"">https://open.spotify.com/track/67ACYA3UI6QMNtHX6b34wX</a>",67ACYA3UI6QMNtHX6b34wX,EL ÚLTIMO TOUR DEL MUNDO
DÁKITI,4MzXwWMhyBbmu6hOcLVD49,3.42,"<a href=""https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49"" target=""_blank"">https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49</a>",4MzXwWMhyBbmu6hOcLVD49,EL ÚLTIMO TOUR DEL MUNDO
TRELLAS,09WAnxdBuebQopKhJT3oZS,2.63,"<a href=""https://open.spotify.com/track/09WAnxdBuebQopKhJT3oZS"" target=""_blank"">https://open.spotify.com/track/09WAnxdBuebQopKhJT3oZS</a>",09WAnxdBuebQopKhJT3oZS,EL ÚLTIMO TOUR DEL MUNDO
SORRY PAPI,5jZ32WOU7sqzDYbzINwMUk,2.72,"<a href=""https://open.spotify.com/track/5jZ32WOU7sqzDYbzINwMUk"" target=""_blank"">https://open.spotify.com/track/5jZ32WOU7sqzDYbzINwMUk</a>",5jZ32WOU7sqzDYbzINwMUk,EL ÚLTIMO TOUR DEL MUNDO
120,3KJ3opyV29269SXkPrc19l,2.53,"<a href=""https://open.spotify.com/track/3KJ3opyV29269SXkPrc19l"" target=""_blank"">https://open.spotify.com/track/3KJ3opyV29269SXkPrc19l</a>",3KJ3opyV29269SXkPrc19l,EL ÚLTIMO TOUR DEL MUNDO
ANTES QUE SE ACABE,7kjEqI6eZ7YlFrGhxixnlN,3.69,"<a href=""https://open.spotify.com/track/7kjEqI6eZ7YlFrGhxixnlN"" target=""_blank"">https://open.spotify.com/track/7kjEqI6eZ7YlFrGhxixnlN</a>",7kjEqI6eZ7YlFrGhxixnlN,EL ÚLTIMO TOUR DEL MUNDO
CANTARES DE NAVIDAD,2Iv6YBslkxslMJQsxshZh5,3.33,"<a href=""https://open.spotify.com/track/2Iv6YBslkxslMJQsxshZh5"" target=""_blank"">https://open.spotify.com/track/2Iv6YBslkxslMJQsxshZh5</a>",2Iv6YBslkxslMJQsxshZh5,EL ÚLTIMO TOUR DEL MUNDO
SI ELLA SALE,1zaDh3qaGSeSmulNyWlUxm,2.39,"<a href=""https://open.spotify.com/track/1zaDh3qaGSeSmulNyWlUxm"" target=""_blank"">https://open.spotify.com/track/1zaDh3qaGSeSmulNyWlUxm</a>",1zaDh3qaGSeSmulNyWlUxm,LAS QUE NO IBAN A SALIR
MÁS DE UNA CITA,4EJHKSnHENfjOxXWryyNtL,3.06,"<a href=""https://open.spotify.com/track/4EJHKSnHENfjOxXWryyNtL"" target=""_blank"">https://open.spotify.com/track/4EJHKSnHENfjOxXWryyNtL</a>",4EJHKSnHENfjOxXWryyNtL,LAS QUE NO IBAN A SALIR
BYE ME FUI,0FktnzDqjClqU6iqOZVEs2,2.97,"<a href=""https://open.spotify.com/track/0FktnzDqjClqU6iqOZVEs2"" target=""_blank"">https://open.spotify.com/track/0FktnzDqjClqU6iqOZVEs2</a>",0FktnzDqjClqU6iqOZVEs2,LAS QUE NO IBAN A SALIR
